entity,entityLabel,category,property,propertyLabel,value,currencyLabel,publicationDate,artist,artistLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q77715187,Comedian,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,6200000,United States dollar,,http://www.wikidata.org/entity/Q4155206,David Datuna,15,,2024-11-28T09:21:38Z
http://www.wikidata.org/entity/Q88798922,Bal du moulin de la Galette,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,78100000,United States dollar,,http://www.wikidata.org/entity/Q39931,Pierre-Auguste Renoir,0,,2024-10-29T21:44:28Z
http://www.wikidata.org/entity/Q106522623,Woman With a Fan,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,10600000,United States dollar,,http://www.wikidata.org/entity/Q34661,Gustav Klimt,15,,2024-03-31T07:59:41Z
http://www.wikidata.org/entity/Q106729777,Water-Lily Pond,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,70350000,United States dollar,,http://www.wikidata.org/entity/Q296,Claude Monet,0,,2023-06-14T19:58:05Z
http://www.wikidata.org/entity/Q106729777,Water-Lily Pond,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,16808000,United States dollar,,http://www.wikidata.org/entity/Q296,Claude Monet,0,,2023-06-14T19:58:05Z
http://www.wikidata.org/entity/Q106936742,Madonna with the Child and Saint Francis,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,17300000,United States dollar,,http://www.wikidata.org/entity/Q186202,Giovanni Battista Tiepolo,0,,2022-07-17T12:35:30Z
http://www.wikidata.org/entity/Q107036412,I am,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,18.3,United States dollar,,http://www.wikidata.org/entity/Q16977527,Salvatore Garau,6,,2024-11-14T18:55:09Z
http://www.wikidata.org/entity/Q107697085,Eisberg,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,21569258,United States dollar,,http://www.wikidata.org/entity/Q164351,Gerhard Richter,0,,2022-06-26T20:12:05Z
http://www.wikidata.org/entity/Q109550022,Le bassin d'Argenteuil,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,27840000,United States dollar,,http://www.wikidata.org/entity/Q296,Claude Monet,0,,2023-06-01T02:26:11Z
http://www.wikidata.org/entity/Q110663167,Anna's Light,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,105700000,United States dollar,,http://www.wikidata.org/entity/Q374504,Barnett Newman,1,,2022-12-04T19:23:00Z
http://www.wikidata.org/entity/Q111956958,Shot Sage Blue Marilyn,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,195040000,United States dollar,,http://www.wikidata.org/entity/Q5603,Andy Warhol,0,,2022-06-09T20:16:28Z
http://www.wikidata.org/entity/Q112675413,Number 31,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,54205000,United States dollar,,http://www.wikidata.org/entity/Q37571,Jackson Pollock,0,,2022-07-23T11:37:29Z
http://www.wikidata.org/entity/Q113637987,Birch Forest,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,104585000,United States dollar,,http://www.wikidata.org/entity/Q34661,Gustav Klimt,0,,2024-10-27T10:31:33Z
http://www.wikidata.org/entity/Q114387979,"Large Interior, W11 (after Watteau)",Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,86265000,United States dollar,,http://www.wikidata.org/entity/Q154594,Lucian Freud,0,,2022-12-25T20:33:26Z
http://www.wikidata.org/entity/Q114458329,"Waterloo Bridge, Hazy Sun",Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,64510000,United States dollar,,http://www.wikidata.org/entity/Q296,Claude Monet,0,,2024-10-13T10:36:02Z
http://www.wikidata.org/entity/Q114458461,"Depositing of John Bellini’s Three Pictures in La Chiesa Redentore, Venice",Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,33595000,United States dollar,,http://www.wikidata.org/entity/Q159758,J. M. W. Turner,0,,2022-12-25T21:03:22Z
http://www.wikidata.org/entity/Q115098165,Femme de Venise III,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,25007500,United States dollar,,http://www.wikidata.org/entity/Q157194,Alberto Giacometti,0,,2022-12-25T21:11:40Z
http://www.wikidata.org/entity/Q115865015,Day Dream,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,23290000,United States dollar,,http://www.wikidata.org/entity/Q316325,Andrew Wyeth,0,,2023-01-24T19:05:58Z
http://www.wikidata.org/entity/Q119519817,No. 7,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,82500000,United States dollar,,http://www.wikidata.org/entity/Q160149,Mark Rothko,0,,2023-06-15T14:15:31Z
http://www.wikidata.org/entity/Q121428951,Man sitting at the glass,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,107500000,United States dollar,,http://www.wikidata.org/entity/Q5593,Pablo Picasso,0,,2023-08-13T23:49:00Z
http://www.wikidata.org/entity/Q123408014,Giant Fruit Loop,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,19.99,United States dollar,,http://www.wikidata.org/entity/Q97936701,MSCHF,0,,2024-02-04T17:31:03Z
http://www.wikidata.org/entity/Q123561003,Femme à la montre,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,139400000,United States dollar,,http://www.wikidata.org/entity/Q5593,Pablo Picasso,1,,2023-12-07T10:41:49Z
http://www.wikidata.org/entity/Q124359335,Cat Woman,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,299500,United States dollar,,http://www.wikidata.org/entity/Q233207,Leonora Carrington,0,,2024-11-19T18:52:09Z
http://www.wikidata.org/entity/Q124359335,Cat Woman,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,11380000,United States dollar,,http://www.wikidata.org/entity/Q233207,Leonora Carrington,0,,2024-11-19T18:52:09Z
http://www.wikidata.org/entity/Q126203813,Les Distractions de Dagobert,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,28400000,United States dollar,,http://www.wikidata.org/entity/Q233207,Leonora Carrington,1,,2024-11-19T19:08:08Z
http://www.wikidata.org/entity/Q21075801,Portrait of Frederikke Tuxen,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,27500,pound sterling,,http://www.wikidata.org/entity/Q365068,Peder Severin Krøyer,0,,2022-02-14T18:46:34Z
http://www.wikidata.org/entity/Q21806337,Road in the Village of Baldersbrønde (Winter Day),Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,68000,pound sterling,,http://www.wikidata.org/entity/Q2199553,Laurits Andersen Ring,0,,2023-06-07T18:54:01Z
http://www.wikidata.org/entity/Q27115062,Portrait of a Man,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,8400000,pound sterling,,http://www.wikidata.org/.well-known/genid/1a58a5ed25f7cf5b16e36643813f949a,http://www.wikidata.org/.well-known/genid/1a58a5ed25f7cf5b16e36643813f949a,0,,2024-10-18T22:01:03Z
http://www.wikidata.org/entity/Q28105685,Portrait of the artist as Mars,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,104500,pound sterling,,http://www.wikidata.org/entity/Q160538,Gian Lorenzo Bernini,0,,2024-10-31T05:25:03Z
http://www.wikidata.org/entity/Q28105917,Caricature of a man pointing with his left arm,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,2160,pound sterling,,http://www.wikidata.org/entity/Q160538,Gian Lorenzo Bernini,0,,2022-02-21T15:05:36Z
http://www.wikidata.org/entity/Q29460514,Marie in the garden,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,729750,pound sterling,,http://www.wikidata.org/entity/Q365068,Peder Severin Krøyer,2,,2024-10-31T09:54:15Z
http://www.wikidata.org/entity/Q38892458,Rejected,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,7500,pound sterling,,http://www.wikidata.org/entity/Q1291901,Tom Roberts,3,,2024-10-31T14:54:32Z
http://www.wikidata.org/entity/Q62195622,Rear view of the Houses at Schloßfreiheit,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,936.5,pound sterling,,http://www.wikidata.org/entity/Q880509,Eduard Gaertner,0,,2024-10-29T18:51:34Z
http://www.wikidata.org/entity/Q111952709,Autograph suit of Sandy Powell,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,16000,pound sterling,,http://www.wikidata.org/entity/Q289952,Sandy Powell,1,,2022-10-28T13:52:46Z
http://www.wikidata.org/entity/Q3061886,Execution,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,2900000,pound sterling,,http://www.wikidata.org/entity/Q1132877,Yue Minjun,3,,2024-10-31T14:35:52Z
http://www.wikidata.org/entity/Q26713350,A Dutch Girl at Breakfast,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,4405000,pound sterling,,http://www.wikidata.org/entity/Q123757,Jean-Étienne Liotard,1,,2024-10-30T09:40:10Z
http://www.wikidata.org/entity/Q26735903,Sydney Harbour,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,75,pound sterling,,http://www.wikidata.org/entity/Q709280,Arthur Streeton,0,,2024-10-30T11:02:08Z
http://www.wikidata.org/entity/Q31888424,Head III,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,10442500,pound sterling,,http://www.wikidata.org/entity/Q154340,Francis Bacon,2,,2024-10-31T14:39:17Z
http://www.wikidata.org/entity/Q46276042,The Card Players,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,158400000,pound sterling,,http://www.wikidata.org/entity/Q35548,Paul Cézanne,0,,2024-10-30T23:13:35Z
http://www.wikidata.org/entity/Q84569759,Garden,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,49500,pound sterling,,http://www.wikidata.org/entity/Q164351,Gerhard Richter,0,,2024-10-29T20:54:18Z
http://www.wikidata.org/entity/Q96943135,Q96943135,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,729000,pound sterling,,http://www.wikidata.org/entity/Q687335,Emil Filla,0,,2024-10-27T16:00:19Z
http://www.wikidata.org/entity/Q104621915,Birds’ Hell,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,36005000,pound sterling,,http://www.wikidata.org/entity/Q164683,Max Beckmann,1,,2024-10-26T19:52:16Z
http://www.wikidata.org/entity/Q106194454,Le Jaillissement II,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,7551600,pound sterling,,http://www.wikidata.org/entity/Q167414,František Kupka,0,,2024-10-26T22:26:19Z
http://www.wikidata.org/entity/Q107254887,Still Life with Flowers,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,2000000,pound sterling,,http://www.wikidata.org/entity/Q2704611,Ilya Mashkov,0,,2023-09-07T16:21:31Z
http://www.wikidata.org/entity/Q107255859,Q107255859,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,3600000,pound sterling,,http://www.wikidata.org/entity/Q2704611,Ilya Mashkov,0,,2023-09-07T16:22:23Z
http://www.wikidata.org/entity/Q130456310,Peasant Woman,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,553250,pound sterling,,http://www.wikidata.org/entity/Q80588,Abram Arkhipov,0,,2024-11-11T18:55:33Z
http://www.wikidata.org/entity/Q21178501,Skagen Heath near Brovandene,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,165000,Danish krone,,http://www.wikidata.org/entity/Q365068,Peder Severin Krøyer,0,,2021-02-25T22:33:48Z
http://www.wikidata.org/entity/Q21781576,View through a Door to Running Figures,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,2100000,Danish krone,,http://www.wikidata.org/entity/Q363823,Christoffer Wilhelm Eckersberg,0,,2023-01-20T18:12:29Z
http://www.wikidata.org/entity/Q22987848,"Willows by Høje Taastrup village, Denmark",Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,46000,Danish krone,,http://www.wikidata.org/entity/Q2199553,Laurits Andersen Ring,0,,2024-09-08T07:29:54Z
http://www.wikidata.org/entity/Q23003748,Danish summer day with the Church of Lynge,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,7500,Danish krone,,http://www.wikidata.org/entity/Q2199553,Laurits Andersen Ring,0,,2021-05-17T06:46:54Z
http://www.wikidata.org/entity/Q37291103,Q37291103,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,980000,Danish krone,,http://www.wikidata.org/entity/Q4994489,Harald Giersing,0,,2024-10-31T14:47:12Z
http://www.wikidata.org/entity/Q37317756,Q37317756,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,90000,Danish krone,,http://www.wikidata.org/entity/Q5896262,Aksel Jørgensen,0,,2024-10-31T14:47:16Z
http://www.wikidata.org/entity/Q40331703,The King's birthday. The Royal Guard in red gala in Østergade,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,2100000,Danish krone,,http://www.wikidata.org/entity/Q1816563,Paul Gustav Fischer,1,,2024-10-31T14:57:47Z
http://www.wikidata.org/entity/Q108917811,"Without love, nothing works",Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,1500000,Russian ruble,,http://www.wikidata.org/entity/Q4267250,Artyom Loskutov,1,,2022-03-11T21:52:41Z
http://www.wikidata.org/entity/Q67432416,Q67432416,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,14000000,Czech koruna,,http://www.wikidata.org/entity/Q1261996,Jindřich Štyrský,0,,2024-10-29T22:59:53Z
http://www.wikidata.org/entity/Q71732757,Prague - View from the Monastery of the Kinghts of the cross with red star,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,78487500,Czech koruna,,http://www.wikidata.org/entity/Q154260,Oskar Kokoschka,0,,2024-10-29T23:30:53Z
http://www.wikidata.org/entity/Q100371659,Sleeping,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,23310000,Czech koruna,,http://www.wikidata.org/entity/Q271743,Toyen,0,,2024-10-26T09:29:20Z
http://www.wikidata.org/entity/Q106549027,Q106549027,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,24000000,Czech koruna,,http://www.wikidata.org/entity/Q2104325,Jan Preisler,0,,2021-07-03T17:21:23Z
http://www.wikidata.org/entity/Q112167390,Q112167390,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,103000000,Czech koruna,,http://www.wikidata.org/entity/Q698151,Bohumil Kubišta,0,,2022-05-30T06:45:10Z
http://www.wikidata.org/entity/Q115596146,Mirage,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,31200000,Czech koruna,,http://www.wikidata.org/entity/Q271743,Toyen,0,,2023-01-03T16:06:34Z
http://www.wikidata.org/entity/Q63149784,Headless,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,16000,Swiss franc,,http://www.wikidata.org/entity/Q56863319,Luciano Andreani,1,,2024-05-13T01:21:23Z
http://www.wikidata.org/entity/Q97097833,Kreiselbär,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,15000,Swiss franc,,http://www.wikidata.org/entity/Q70388749,Housi Knecht,1,,2022-06-01T12:32:45Z
http://www.wikidata.org/entity/Q21012001,Spring landscape with light green fields; small pond and to the right Mogenstrup,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,22000,Danish krone,,http://www.wikidata.org/entity/Q2199553,Laurits Andersen Ring,0,,2021-05-17T12:57:29Z
http://www.wikidata.org/entity/Q21747000,The Mystical Wedding between the Bishop and the Abbess of Pistoia,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,90000,Danish krone,,http://www.wikidata.org/entity/Q2361850,Kristian Zahrtmann,2,,2021-05-17T14:16:44Z
http://www.wikidata.org/entity/Q21810729,Q21810729,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,26000,Danish krone,,http://www.wikidata.org/entity/Q2199553,Laurits Andersen Ring,0,,2021-06-07T19:56:32Z
http://www.wikidata.org/entity/Q22981134,Q22981134,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,21000,Danish krone,,http://www.wikidata.org/entity/Q2199553,Laurits Andersen Ring,0,,2021-10-09T09:29:56Z
http://www.wikidata.org/entity/Q31214586,Portrait of Otto Marstrand's two daughters and their nanny,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,900000,Danish krone,,http://www.wikidata.org/entity/Q358399,Wilhelm Marstrand,2,,2024-10-31T14:38:32Z
http://www.wikidata.org/entity/Q37432121,Portrait of a woman in a red skirt,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,190000,Danish krone,,http://www.wikidata.org/entity/Q373753,Lorenz Frølich,0,,2024-10-31T14:47:25Z
http://www.wikidata.org/entity/Q59588939,"Along the rye field. Footpath with a grass-grown earthwork to the right, the rye field to the left. In the background a stile",Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,220000,Danish krone,,http://www.wikidata.org/entity/Q2199553,Laurits Andersen Ring,0,,2024-10-29T12:49:58Z
http://www.wikidata.org/entity/Q96312999,Laughing Child,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,1050,shilling,,http://www.wikidata.org/entity/Q117680,John Brack,1,,2024-10-27T15:32:05Z
http://www.wikidata.org/entity/Q106019345,Norwegian Landscape,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,4100000,Norwegian krone,,http://www.wikidata.org/entity/Q701669,Hans Gude,0,,2024-10-26T22:23:55Z
http://www.wikidata.org/entity/Q3061886,Execution,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,250000,Hong Kong dollar,,http://www.wikidata.org/entity/Q1132877,Yue Minjun,3,,2024-10-31T14:35:52Z
http://www.wikidata.org/entity/Q5967091,The Virgin,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,20000,Austro-Hungarian krone,,http://www.wikidata.org/entity/Q34661,Gustav Klimt,15,,2024-10-01T22:20:58Z
http://www.wikidata.org/entity/Q17023940,Portrait of Dr. Gachet,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,300,French franc,,http://www.wikidata.org/entity/Q5582,Vincent van Gogh,1,,2024-10-09T11:32:34Z
http://www.wikidata.org/entity/Q100277941,La Dame de Pique,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,78650000,Czech koruna,,http://www.wikidata.org/entity/Q271743,Toyen,0,,2024-10-26T08:36:11Z
http://www.wikidata.org/entity/Q96943250,Q96943250,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,78000000,Czech koruna,,http://www.wikidata.org/entity/Q167414,František Kupka,0,,2024-10-27T16:00:20Z
http://www.wikidata.org/entity/Q102426118,Divertimento II,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,90240000,Czech koruna,,http://www.wikidata.org/entity/Q167414,František Kupka,0,,2024-10-26T10:16:41Z
http://www.wikidata.org/entity/Q106548995,Circus,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,2460000,Czech koruna,,http://www.wikidata.org/entity/Q271743,Toyen,0,,2021-09-29T02:33:25Z
http://www.wikidata.org/entity/Q106549124,Q106549124,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,1900000,Czech koruna,,http://www.wikidata.org/entity/Q146691,Alphonse Mucha,0,,2024-10-27T08:31:35Z
http://www.wikidata.org/entity/Q106549124,Q106549124,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,11000000,Czech koruna,,http://www.wikidata.org/entity/Q146691,Alphonse Mucha,0,,2024-10-27T08:31:35Z
http://www.wikidata.org/entity/Q115596184,Q115596184,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,54000000,Czech koruna,,http://www.wikidata.org/entity/Q271743,Toyen,0,,2023-01-03T16:06:38Z
http://www.wikidata.org/entity/Q116875107,Q116875107,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,24500000,Czech koruna,,http://www.wikidata.org/entity/Q95168670,Jaromír Gargulák,1,,2024-05-06T02:53:59Z
http://www.wikidata.org/entity/Q123486325,Splynutí duší,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,15872000,Czech koruna,,http://www.wikidata.org/entity/Q159074,Max Švabinský,0,,2023-11-20T02:03:20Z
http://www.wikidata.org/entity/Q124101232,Q124101232,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,14400000,Czech koruna,,http://www.wikidata.org/entity/Q687335,Emil Filla,0,,2024-02-11T15:42:37Z
http://www.wikidata.org/entity/Q124101293,Q124101293,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,10800000,Czech koruna,,http://www.wikidata.org/entity/Q687335,Emil Filla,0,,2024-01-04T14:15:08Z
http://www.wikidata.org/entity/Q124101491,Q124101491,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,32400000,Czech koruna,,http://www.wikidata.org/entity/Q687335,Emil Filla,0,,2024-01-04T16:01:19Z
http://www.wikidata.org/entity/Q124492417,Cirkus Simonette,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,9460000,Czech koruna,,http://www.wikidata.org/entity/Q1261996,Jindřich Štyrský,0,,2024-02-11T14:52:01Z
http://www.wikidata.org/entity/Q124496011,Q124496011,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,10920000,Czech koruna,,http://www.wikidata.org/entity/Q687335,Emil Filla,0,,2024-02-11T18:55:29Z
http://www.wikidata.org/entity/Q130243549,Q130243549,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,4200000,Norwegian krone,,http://www.wikidata.org/entity/Q983663,Knud Bergslien,0,,2024-09-07T19:58:39Z
http://www.wikidata.org/entity/Q26735903,Sydney Harbour,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,30000,Australian dollar,,http://www.wikidata.org/entity/Q709280,Arthur Streeton,0,,2024-10-30T11:02:08Z
http://www.wikidata.org/entity/Q26735903,Sydney Harbour,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,464500,Australian dollar,,http://www.wikidata.org/entity/Q709280,Arthur Streeton,0,,2024-10-30T11:02:08Z
http://www.wikidata.org/entity/Q26735903,Sydney Harbour,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,2074000,Australian dollar,,http://www.wikidata.org/entity/Q709280,Arthur Streeton,0,,2024-10-30T11:02:08Z
http://www.wikidata.org/entity/Q26735903,Sydney Harbour,Art & Literature,http://www.wikidata.org/prop/direct/P2284,http://www.wikidata.org/prop/direct/P2284,500,guinea,,http://www.wikidata.org/entity/Q709280,Arthur Streeton,0,,2024-10-30T11:02:08Z
