entity,entityLabel,category,property,propertyLabel,value,author,authorLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q106878071,Documents of the 8th National Congress of the Chinese Communist Party,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1101,,,1,,2023-01-07T03:42:51Z
http://www.wikidata.org/entity/Q106646409,Q106646409,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,320,http://www.wikidata.org/entity/Q17047608,Alesʹ Masarėnka,1,,2021-04-29T09:07:26Z
http://www.wikidata.org/entity/Q106844714,Putin's People,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,640,http://www.wikidata.org/entity/Q106163126,Catherine Belton,6,,2024-03-24T10:17:19Z
http://www.wikidata.org/entity/Q105962430,When Harry Became Sally: Responding to the Transgender Moment,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,264,http://www.wikidata.org/entity/Q96419282,Ryan T. Anderson,3,,2024-11-10T20:42:21Z
http://www.wikidata.org/entity/Q106241617,Q106241617,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,274,http://www.wikidata.org/entity/Q744798,Ciro Gomes,1,,2024-04-03T10:39:40Z
http://www.wikidata.org/entity/Q105715227,Festival Romanistica,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,398,,,2,,2022-09-22T07:40:51Z
http://www.wikidata.org/entity/Q105971058,Q105971058,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1350,,,1,,2021-06-03T16:51:37Z
http://www.wikidata.org/entity/Q106292493,Q106292493,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,61,http://www.wikidata.org/entity/Q561147,Joan Fuster Ortells,1,,2022-04-13T23:46:11Z
http://www.wikidata.org/entity/Q105672007,Q105672007,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,352,http://www.wikidata.org/entity/Q246722,Victor Pelevin,4,,2023-05-21T15:15:28Z
http://www.wikidata.org/entity/Q107051094,"Template:Greuter, Burdet & Long, 1986",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,395,,,3,,2022-12-27T13:03:37Z
http://www.wikidata.org/entity/Q105609428,Tim: The Official Biography of Avicii,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,304,http://www.wikidata.org/entity/Q18578897,Måns Mosesson,1,,2023-10-28T06:07:12Z
http://www.wikidata.org/entity/Q106323270,The City of Pain,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,248,,,2,,2023-03-31T16:23:32Z
http://www.wikidata.org/entity/Q106583829,Q106583829,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,584,http://www.wikidata.org/entity/Q81731,Murasaki Shikibu,1,,2024-02-06T11:34:18Z
http://www.wikidata.org/entity/Q105609428,Tim: The Official Biography of Avicii,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,320,http://www.wikidata.org/entity/Q18578897,Måns Mosesson,1,,2023-10-28T06:07:12Z
http://www.wikidata.org/entity/Q106538705,"Like Water, Like Fire",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,347,http://www.wikidata.org/entity/Q2818964,various authors,4,,2024-05-22T07:08:57Z
http://www.wikidata.org/entity/Q106448506,Q106448506,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,224,http://www.wikidata.org/entity/Q55047426,Lena Lindahl,1,,2023-12-26T17:09:38Z
http://www.wikidata.org/entity/Q107123017,Property at a Crossroads,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,607,http://www.wikidata.org/entity/Q7058380,Hanoch Dagan,1,,2022-11-27T14:23:10Z
http://www.wikidata.org/entity/Q106612935,Penholm,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,28,http://www.wikidata.org/entity/Q21461554,G. Howell-Baker,1,,2022-09-11T19:11:18Z
http://www.wikidata.org/entity/Q105549369,Q105549369,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,416,http://www.wikidata.org/entity/Q1853941,Marc de Bel,1,,2021-08-24T09:50:06Z
http://www.wikidata.org/entity/Q106465268,Q106465268,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,32,http://www.wikidata.org/entity/Q6102857,Ahmet Refik Altınay,1,,2021-04-11T20:04:50Z
http://www.wikidata.org/entity/Q105590902,Q105590902,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,288,http://www.wikidata.org/entity/Q3050726,Yelena Chizhova,3,,2021-06-06T17:22:52Z
http://www.wikidata.org/entity/Q106546469,Q106546469,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,448,http://www.wikidata.org/entity/Q106546504,Heather Dune Macadam,1,,2021-04-29T14:10:13Z
http://www.wikidata.org/entity/Q105485274,Blue Lantern,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,317,http://www.wikidata.org/entity/Q246722,Victor Pelevin,6,,2024-07-26T14:34:11Z
http://www.wikidata.org/entity/Q106584307,Q106584307,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1246,http://www.wikidata.org/entity/Q81731,Murasaki Shikibu,1,,2024-02-06T11:34:19Z
http://www.wikidata.org/entity/Q107647272,Maddat al-baqaʼ fī islah fasad al-hawaʼ wa-al-taharruz min darar al-awbaʼ,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,695,http://www.wikidata.org/entity/Q27841635,"Al-Tamimi, the physician",1,,2023-07-31T09:00:21Z
http://www.wikidata.org/entity/Q108037357,Q108037357,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,294,,,1,,2024-10-09T14:35:48Z
http://www.wikidata.org/entity/Q107996481,Q107996481,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,76,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2022-11-02T00:43:17Z
http://www.wikidata.org/entity/Q108037423,Q108037423,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,64,,,1,,2022-11-05T23:10:23Z
http://www.wikidata.org/entity/Q108037456,Q108037456,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,50,,,1,,2022-11-05T23:22:12Z
http://www.wikidata.org/entity/Q107609203,Q107609203,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,415,,,1,,2024-10-02T15:50:10Z
http://www.wikidata.org/entity/Q108154287,Q108154287,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,232,http://www.wikidata.org/entity/Q12407560,Hanoch Daum,1,,2021-08-19T17:16:18Z
http://www.wikidata.org/entity/Q107709563,Salute Your Shorts: Life at Summer Camp,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,159,,,1,,2022-12-07T15:05:25Z
http://www.wikidata.org/entity/Q108037370,Q108037370,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,205,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2022-11-02T04:50:58Z
http://www.wikidata.org/entity/Q107996469,Q107996469,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,27,,,1,,2022-11-05T23:43:04Z
http://www.wikidata.org/entity/Q108037333,Q108037333,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,100,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2024-10-09T14:35:44Z
http://www.wikidata.org/entity/Q108037273,Q108037273,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,192,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2022-11-02T05:01:59Z
http://www.wikidata.org/entity/Q108037382,Q108037382,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,306,,,1,,2022-11-02T06:10:14Z
http://www.wikidata.org/entity/Q107996456,Q107996456,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,123,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2022-11-02T01:24:40Z
http://www.wikidata.org/entity/Q108037445,Q108037445,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,59,,,1,,2022-11-05T23:13:34Z
http://www.wikidata.org/entity/Q107996419,Q107996419,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,160,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2022-11-02T00:53:18Z
http://www.wikidata.org/entity/Q108037395,Q108037395,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,134,,,1,,2022-11-02T01:12:22Z
http://www.wikidata.org/entity/Q108037320,Q108037320,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,262,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2022-11-02T00:23:40Z
http://www.wikidata.org/entity/Q108037305,Q108037305,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,167,http://www.wikidata.org/entity/Q12490749,"Ministry of Education, Culture, Research and Technology",1,,2022-11-05T23:07:44Z
http://www.wikidata.org/entity/Q108309858,Incandescent Electric Lighting,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,140,http://www.wikidata.org/entity/Q108309703,Cornelius James Field,1,,2021-09-27T19:35:32Z
http://www.wikidata.org/entity/Q108634617,"The Damndest Radical: The Life and World of Ben Reitman, Chicago's Celebrated Social Reformer, Hobo King, and Whorehouse Physician",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,332,http://www.wikidata.org/entity/Q7357929,Roger Bruns,1,,2022-05-15T20:47:09Z
http://www.wikidata.org/entity/Q108309858,Incandescent Electric Lighting,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,140,http://www.wikidata.org/entity/Q1563225,John White Howell,1,,2021-09-27T19:35:32Z
http://www.wikidata.org/entity/Q108901339,Q108901339,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,516,http://www.wikidata.org/entity/Q27113934,Ivo Ivanov,1,,2021-10-15T15:09:56Z
http://www.wikidata.org/entity/Q108304528,"Navalny: Putin’s Nemesis, Russia’s Future?",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,280,,,1,,2024-02-24T13:48:26Z
http://www.wikidata.org/entity/Q108309858,Incandescent Electric Lighting,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,140,http://www.wikidata.org/entity/Q732229,Lewis Howard Latimer,1,,2021-09-27T19:35:32Z
http://www.wikidata.org/entity/Q108430058,The Philosophy of Beards,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,72,http://www.wikidata.org/entity/Q90058509,Thomas S. Gowing,2,,2022-09-16T07:25:50Z
http://www.wikidata.org/entity/Q108501938,History of Banjarmasin,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,174,,,1,,2022-11-07T03:44:39Z
http://www.wikidata.org/entity/Q108391975,Q108391975,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,334,http://www.wikidata.org/entity/Q1152386,Giuseppe Olivi,1,,2022-09-16T05:48:54Z
http://www.wikidata.org/entity/Q108871647,Q108871647,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,400,http://www.wikidata.org/entity/Q1463452,Uladzimir Arloŭ,2,,2023-12-03T08:57:42Z
http://www.wikidata.org/entity/Q108803658,Q108803658,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,319,http://www.wikidata.org/entity/Q6933503,Mukhtar Masood,1,,2021-10-05T07:44:45Z
http://www.wikidata.org/entity/Q109558791,Q109558791,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,206,,,1,,2021-12-13T08:55:53Z
http://www.wikidata.org/entity/Q109749577,Literary encyclopedic dictionary,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,752,,,1,,2024-01-16T11:53:50Z
http://www.wikidata.org/entity/Q109513167,Practical political science. A guide to getting in touch with reality,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,320,http://www.wikidata.org/entity/Q21534091,Ekaterina Schulmann,1,,2022-02-18T22:11:45Z
http://www.wikidata.org/entity/Q110205542,Q110205542,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,144,http://www.wikidata.org/entity/Q47035414,Whitney Battle-Baptiste,2,,2022-04-14T18:28:34Z
http://www.wikidata.org/entity/Q110245237,Hamara Hindustan Aur Uske Fazail,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,32,http://www.wikidata.org/entity/Q4846312,Hussain Ahmad Madani,1,,2022-11-27T15:02:20Z
http://www.wikidata.org/entity/Q110205542,Q110205542,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,144,http://www.wikidata.org/entity/Q110541396,Britt Rusert,2,,2022-04-14T18:28:34Z
http://www.wikidata.org/entity/Q111512675,The landscapes within,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,296,http://www.wikidata.org/entity/Q315362,Ben Okri,1,,2024-05-07T11:08:10Z
http://www.wikidata.org/entity/Q111503792,Flowers and Shadows,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,208,http://www.wikidata.org/entity/Q315362,Ben Okri,1,,2024-05-16T12:24:38Z
http://www.wikidata.org/entity/Q111593562,Breves animalium quorundam maxima ex parte marinorum descriptiones,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,24,http://www.wikidata.org/entity/Q87152,Friedrich Sigismund Leuckart,1,,2022-05-13T08:06:27Z
http://www.wikidata.org/entity/Q111577689,Q111577689,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,391,http://www.wikidata.org/entity/Q4986768,Bujor Nedelcovici,1,,2022-05-11T10:06:08Z
http://www.wikidata.org/entity/Q111588899,Pedagogical Sketchbook,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,51,http://www.wikidata.org/entity/Q44007,Paul Klee,1,,2022-09-10T22:25:09Z
http://www.wikidata.org/entity/Q111171322,Q111171322,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,215,http://www.wikidata.org/entity/Q13473501,collective,1,,2022-03-09T19:13:35Z
http://www.wikidata.org/entity/Q110786726,Revival from Below: The Deoband Movement and Global Islam,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,322,,,2,,2023-11-28T00:12:45Z
http://www.wikidata.org/entity/Q111109184,Rukověť hlaholské paleografie.,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,178,http://www.wikidata.org/entity/Q1559723,Josef Vajs,1,,2022-03-05T22:49:16Z
http://www.wikidata.org/entity/Q111091495,Q111091495,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1490,http://www.wikidata.org/entity/Q12407172,Jean Ancel,1,,2022-03-04T17:20:44Z
http://www.wikidata.org/entity/Q111036143,125 Freelance Business Ideas,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,230,http://www.wikidata.org/entity/Q107352066,Umair Ahmad,1,,2023-11-29T10:49:24Z
http://www.wikidata.org/entity/Q111046674,Q111046674,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,280,http://www.wikidata.org/entity/Q196773,Zeruya Shalev,1,,2024-10-01T23:23:33Z
http://www.wikidata.org/entity/Q110839693,"Yinka, Where Is Your Huzband?",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,384,http://www.wikidata.org/entity/Q118435464,Lizzie Damilola Blackburn,1,,2023-05-17T21:46:14Z
http://www.wikidata.org/entity/Q110936211,Supermujeres Superinventoras,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,216,http://www.wikidata.org/entity/Q2834416,Sandra Uve,1,,2022-04-13T23:43:16Z
http://www.wikidata.org/entity/Q110684481,Q110684481,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,464,http://www.wikidata.org/entity/Q11220836,Uri Bar-Joseph,2,,2022-01-25T18:12:15Z
http://www.wikidata.org/entity/Q111046679,Q111046679,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,3350,http://www.wikidata.org/entity/Q6611085,Q6611085,1,,2022-09-27T09:33:32Z
http://www.wikidata.org/entity/Q110755027,"Islamic Revival in British India: Deoband, 1860-1900",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,402,http://www.wikidata.org/entity/Q240980,Barbara D. Metcalf,2,,2023-11-27T19:02:38Z
http://www.wikidata.org/entity/Q110960800,Q110960800,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,624,,,1,,2024-10-02T15:53:44Z
http://www.wikidata.org/entity/Q110639848,Nearly All the Men in Lagos are Mad,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,244,http://www.wikidata.org/entity/Q110068077,Damilare Kuku,1,,2024-10-14T16:49:06Z
http://www.wikidata.org/entity/Q111171322,Q111171322,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,191,http://www.wikidata.org/entity/Q13473501,collective,1,,2022-03-09T19:13:35Z
http://www.wikidata.org/entity/Q111046650,Q111046650,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,1968,http://www.wikidata.org/entity/Q12409270,Menachem Goldberg,1,,2022-09-27T09:33:42Z
http://www.wikidata.org/entity/Q110438283,A través del Egipto,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,470,http://www.wikidata.org/entity/Q11681280,Eduardo Toda y Güell,1,,2022-11-03T21:11:20Z
http://www.wikidata.org/entity/Q110439402,Q110439402,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,424,http://www.wikidata.org/entity/Q16866341,David Alan Grier,1,,2022-04-13T21:28:13Z
http://www.wikidata.org/entity/Q111902039,Q111902039,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,188,http://www.wikidata.org/entity/Q15970577,Yves Bichet,1,,2022-06-06T15:26:14Z
http://www.wikidata.org/entity/Q111792510,Q111792510,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,748,http://www.wikidata.org/entity/Q3765758,Giorgio Silfer,1,,2022-10-17T09:32:24Z
http://www.wikidata.org/entity/Q111815817,Q111815817,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,222,http://www.wikidata.org/entity/Q47128519,Daniel Davies,1,,2022-06-02T09:45:39Z
http://www.wikidata.org/entity/Q111812045,Q111812045,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,60,http://www.wikidata.org/entity/Q102483,Jaroslav Seifert,1,,2024-10-03T08:44:50Z
http://www.wikidata.org/entity/Q111678846,Q111678846,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,28,http://www.wikidata.org/entity/Q267137,Olha Kobylianska,1,,2022-05-21T19:06:14Z
http://www.wikidata.org/entity/Q111678846,Q111678846,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,184,http://www.wikidata.org/entity/Q267137,Olha Kobylianska,1,,2022-05-21T19:06:14Z
http://www.wikidata.org/entity/Q111853794,Q111853794,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,177,http://www.wikidata.org/entity/Q12260913,Joxean Agirre Odriozola,1,,2024-10-10T02:50:05Z
http://www.wikidata.org/entity/Q111855625,Q111855625,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,178,http://www.wikidata.org/entity/Q29034854,Ana Malagon Zaldua,1,,2024-10-10T14:42:42Z
http://www.wikidata.org/entity/Q111730151,My Bones and My Flute,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,173,http://www.wikidata.org/entity/Q181618,Edgar Mittelholzer,1,,2024-10-10T02:50:01Z
http://www.wikidata.org/entity/Q111736501,Tilbage til arbejdet,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,290,http://www.wikidata.org/entity/Q12308270,Dennis Nørmark,1,,2023-03-24T13:32:45Z
http://www.wikidata.org/entity/Q111890028,Who Must Die in Rwanda's Genocide?: The State of Exception Realized,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,159,http://www.wikidata.org/entity/Q1556541,Kyrsten Sinema,1,,2023-11-10T20:26:47Z
http://www.wikidata.org/entity/Q111792510,Q111792510,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,748,http://www.wikidata.org/entity/Q55990,Carlo Minnaja,1,,2022-10-17T09:32:24Z
http://www.wikidata.org/entity/Q111890028,Who Must Die in Rwanda's Genocide?: The State of Exception Realized,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,16,http://www.wikidata.org/entity/Q1556541,Kyrsten Sinema,1,,2023-11-10T20:26:47Z
http://www.wikidata.org/entity/Q112665259,Q112665259,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,464,http://www.wikidata.org/entity/Q20507568,Karen Matevosyan,1,,2023-03-15T06:41:49Z
http://www.wikidata.org/entity/Q112169066,Foundations of Real-World Economics,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,306,http://www.wikidata.org/entity/Q1668889,John Komlos,12,,2023-01-02T11:48:50Z
http://www.wikidata.org/entity/Q113044014,Q113044014,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,272,http://www.wikidata.org/entity/Q6736233,Karni Eldad,1,,2022-08-12T10:26:15Z
http://www.wikidata.org/entity/Q112262261,Schooling and the Struggle for Public Life,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,257,http://www.wikidata.org/entity/Q705200,Henry Giroux,3,,2024-07-28T14:29:50Z
http://www.wikidata.org/entity/Q112783692,A hundred years of music in America,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,715,http://www.wikidata.org/entity/Q4309948,W. S. B. Mathews,1,,2022-07-28T23:29:10Z
http://www.wikidata.org/entity/Q112269741,"On the status and tasks of scientific work of the Institute of Geological Sciences of the USSR Academy of Sciences, 1948",Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,512,,,1,,2024-11-21T09:56:43Z
http://www.wikidata.org/entity/Q112567860,The Sermon on the Mount,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,32,,,1,,2022-07-14T07:27:33Z
http://www.wikidata.org/entity/Q113131611,Muhāḍarāt fī tārīkh al-dawlah al-ʻAbbāsīyah,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,240,http://www.wikidata.org/entity/Q112977266,Nabila Hasan Muhammad,1,,2022-11-27T15:12:16Z
http://www.wikidata.org/entity/Q113301551,Q113301551,Art & Literature,http://www.wikidata.org/prop/direct/P1104,http://www.wikidata.org/prop/direct/P1104,164,http://www.wikidata.org/entity/Q2818964,various authors,1,,2022-08-26T10:26:27Z
