entity,entityLabel,category,property,propertyLabel,value,pointInTime,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q77,Uruguay,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.493,2016-01-01T00:00:00Z,309,,2024-11-25T18:31:47Z
http://www.wikidata.org/entity/Q79,Egypt,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.484,2016-01-01T00:00:00Z,371,,2024-11-27T11:38:57Z
http://www.wikidata.org/entity/Q96,Mexico,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.118,2016-01-01T00:00:00Z,391,,2024-11-22T21:48:24Z
http://www.wikidata.org/entity/Q792,El Salvador,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.512,2016-01-01T00:00:00Z,276,,2024-11-23T09:01:32Z
http://www.wikidata.org/entity/Q794,Iran,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.953,2016-01-01T00:00:00Z,362,,2024-11-24T12:33:06Z
http://www.wikidata.org/entity/Q214,Slovakia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.56341,2016-01-01T00:00:00Z,329,,2024-11-23T09:10:42Z
http://www.wikidata.org/entity/Q215,Slovenia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,80.77561,2016-01-01T00:00:00Z,323,,2024-11-27T16:51:15Z
http://www.wikidata.org/entity/Q221,North Macedonia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.703,2016-01-01T00:00:00Z,314,,2024-11-25T09:34:02Z
http://www.wikidata.org/entity/Q778,The Bahamas,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.675,2016-01-01T00:00:00Z,267,,2024-11-23T08:58:53Z
http://www.wikidata.org/entity/Q781,Antigua and Barbuda,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.364,2016-01-01T00:00:00Z,255,,2024-11-26T04:04:27Z
http://www.wikidata.org/entity/Q783,Honduras,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.575,2016-01-01T00:00:00Z,287,,2024-11-26T17:23:04Z
http://www.wikidata.org/entity/Q786,Dominican Republic,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.861,2016-01-01T00:00:00Z,265,,2024-11-26T09:37:03Z
http://www.wikidata.org/entity/Q408,Australia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.5,2016-01-01T00:00:00Z,380,,2024-11-27T16:10:39Z
http://www.wikidata.org/entity/Q414,Argentina,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.577,2016-01-01T00:00:00Z,359,,2024-11-23T08:58:28Z
http://www.wikidata.org/entity/Q423,North Korea,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.685,2016-01-01T00:00:00Z,324,,2024-11-25T02:28:57Z
http://www.wikidata.org/entity/Q424,Cambodia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,68.981,2016-01-01T00:00:00Z,313,,2024-11-26T00:23:47Z
http://www.wikidata.org/entity/Q574,East Timor,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,68.881,2016-01-01T00:00:00Z,279,,2024-11-23T09:14:00Z
http://www.wikidata.org/entity/Q858,Syria,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,70.31,2016-01-01T00:00:00Z,325,,2024-11-24T12:29:09Z
http://www.wikidata.org/entity/Q863,Tajikistan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,71.051,2016-01-01T00:00:00Z,298,,2024-11-23T09:11:49Z
http://www.wikidata.org/entity/Q874,Turkmenistan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.835,2016-01-01T00:00:00Z,290,,2024-11-24T11:31:14Z
http://www.wikidata.org/entity/Q1032,Niger,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.058,2016-01-01T00:00:00Z,290,,2024-11-23T09:07:45Z
http://www.wikidata.org/entity/Q1033,Nigeria,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,53.428,2016-01-01T00:00:00Z,326,,2024-11-23T09:07:50Z
http://www.wikidata.org/entity/Q1036,Uganda,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,59.889,2016-01-01T00:00:00Z,299,,2024-11-23T09:13:01Z
http://www.wikidata.org/entity/Q1037,Rwanda,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.129,2016-01-01T00:00:00Z,284,,2024-11-24T10:20:19Z
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,66.624,2016-01-01T00:00:00Z,258,,2024-11-23T09:10:12Z
http://www.wikidata.org/entity/Q1041,Senegal,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.146,2016-01-01T00:00:00Z,291,,2024-11-23T09:10:20Z
http://www.wikidata.org/entity/Q954,Zimbabwe,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,61.163,2016-01-01T00:00:00Z,304,,2024-11-23T09:13:56Z
http://www.wikidata.org/entity/Q958,South Sudan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,56.811,2016-01-01T00:00:00Z,267,,2024-11-25T19:21:58Z
http://www.wikidata.org/entity/Q962,Benin,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.907,2016-01-01T00:00:00Z,296,,2024-11-23T08:59:24Z
http://www.wikidata.org/entity/Q963,Botswana,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,66.797,2016-01-01T00:00:00Z,299,,2024-11-23T08:59:38Z
http://www.wikidata.org/entity/Q965,Burkina Faso,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.361,2016-01-01T00:00:00Z,294,,2024-11-23T09:00:02Z
http://www.wikidata.org/entity/Q967,Burundi,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,57.481,2016-01-01T00:00:00Z,287,,2024-11-25T06:11:35Z
http://www.wikidata.org/entity/Q114,Kenya,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,67.032,2016-01-01T00:00:00Z,321,,2024-11-23T09:04:49Z
http://www.wikidata.org/entity/Q115,Ethiopia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,65.475,2016-01-01T00:00:00Z,329,,2024-11-23T09:01:51Z
http://www.wikidata.org/entity/Q117,Ghana,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,62.742,2016-01-01T00:00:00Z,312,,2024-11-26T00:06:13Z
http://www.wikidata.org/entity/Q142,France,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.27317,2016-01-01T00:00:00Z,393,,2024-11-26T09:18:47Z
http://www.wikidata.org/entity/Q145,United Kingdom,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,80.9561,2016-01-01T00:00:00Z,374,,2024-11-23T09:11:08Z
http://www.wikidata.org/entity/Q222,Albania,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,78.345,2016-01-01T00:00:00Z,362,,2024-11-23T11:23:00Z
http://www.wikidata.org/entity/Q224,Croatia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,78.02195,2016-01-01T00:00:00Z,341,,2024-11-26T21:17:15Z
http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.911,2016-01-01T00:00:00Z,327,,2024-11-23T08:59:34Z
http://www.wikidata.org/entity/Q227,Azerbaijan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,72.026,2016-01-01T00:00:00Z,353,,2024-11-24T12:19:44Z
http://www.wikidata.org/entity/Q657,Chad,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,52.903,2016-01-01T00:00:00Z,300,,2024-11-23T09:12:22Z
http://www.wikidata.org/entity/Q664,New Zealand,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.61244,2016-01-01T00:00:00Z,331,,2024-11-26T01:32:40Z
http://www.wikidata.org/entity/Q683,Samoa,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.013,2016-01-01T00:00:00Z,248,,2024-11-23T09:10:05Z
http://www.wikidata.org/entity/Q970,Comoros,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,63.701,2016-01-01T00:00:00Z,272,,2024-11-26T00:23:59Z
http://www.wikidata.org/entity/Q971,Republic of the Congo,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,64.625,2016-01-01T00:00:00Z,288,,2024-11-23T09:09:25Z
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,59.621,2016-01-01T00:00:00Z,316,,2024-11-25T15:41:45Z
http://www.wikidata.org/entity/Q977,Djibouti,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,62.465,2016-01-01T00:00:00Z,287,,2024-11-23T09:01:17Z
http://www.wikidata.org/entity/Q986,Eritrea,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,65.092,2016-01-01T00:00:00Z,291,,2024-11-25T23:58:41Z
http://www.wikidata.org/entity/Q1042,Seychelles,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.30976,2016-01-01T00:00:00Z,260,,2024-11-25T21:57:30Z
http://www.wikidata.org/entity/Q1044,Sierra Leone,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,51.835,2016-01-01T00:00:00Z,278,,2024-11-25T11:23:36Z
http://www.wikidata.org/entity/Q1045,Somalia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,56.293,2016-01-01T00:00:00Z,307,,2024-11-23T09:10:50Z
http://www.wikidata.org/entity/Q1049,Sudan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,64.486,2016-01-01T00:00:00Z,319,,2024-11-23T09:11:12Z
http://www.wikidata.org/entity/Q21203,Aruba,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,75.867,2016-01-01T00:00:00Z,194,,2024-11-27T11:45:08Z
http://www.wikidata.org/entity/Q229,Cyprus,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,80.508,2016-01-01T00:00:00Z,314,,2024-11-27T07:37:57Z
http://www.wikidata.org/entity/Q232,Kazakhstan,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,72.3,2016-01-01T00:00:00Z,339,,2024-11-25T04:37:17Z
http://www.wikidata.org/entity/Q233,Malta,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.79756,2016-01-01T00:00:00Z,314,,2024-11-23T09:06:25Z
http://www.wikidata.org/entity/Q236,Montenegro,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.116,2016-01-01T00:00:00Z,312,,2024-11-23T09:07:05Z
http://www.wikidata.org/entity/Q685,Solomon Islands,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,70.726,2016-01-01T00:00:00Z,238,,2024-11-24T12:35:42Z
http://www.wikidata.org/entity/Q686,Vanuatu,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,72.133,2016-01-01T00:00:00Z,251,,2024-11-24T11:31:33Z
http://www.wikidata.org/entity/Q691,Papua New Guinea,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,65.544,2016-01-01T00:00:00Z,279,,2024-11-25T13:46:23Z
http://www.wikidata.org/entity/Q702,Federated States of Micronesia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,69.195,2016-01-01T00:00:00Z,216,,2024-11-24T12:42:13Z
http://www.wikidata.org/entity/Q219060,State of Palestine,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.473,2016-01-01T00:00:00Z,200,,2024-11-23T09:08:41Z
http://www.wikidata.org/entity/Q252,Indonesia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,69.191,2016-01-01T00:00:00Z,352,,2024-11-25T18:28:27Z
http://www.wikidata.org/entity/Q711,Mongolia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,69.287,2016-01-01T00:00:00Z,310,,2024-11-25T02:17:35Z
http://www.wikidata.org/entity/Q712,Fiji,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,70.269,2016-01-01T00:00:00Z,266,,2024-11-26T17:08:16Z
http://www.wikidata.org/entity/Q717,Venezuela,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.545,2016-01-01T00:00:00Z,332,,2024-11-25T21:24:56Z
http://www.wikidata.org/entity/Q733,Paraguay,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.12,2016-01-01T00:00:00Z,300,,2024-11-25T18:31:08Z
http://www.wikidata.org/entity/Q734,Guyana,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,66.65,2016-01-01T00:00:00Z,276,,2024-11-26T00:06:37Z
http://www.wikidata.org/entity/Q1000,Gabon,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,66.105,2016-01-01T00:00:00Z,285,,2024-11-23T09:02:27Z
http://www.wikidata.org/entity/Q1005,The Gambia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,61.193,2016-01-01T00:00:00Z,288,,2024-11-23T09:02:30Z
http://www.wikidata.org/entity/Q1006,Guinea,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,60.015,2016-01-01T00:00:00Z,287,,2024-11-23T09:03:03Z
http://www.wikidata.org/entity/Q1008,Ivory Coast,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,53.582,2016-01-01T00:00:00Z,299,,2024-11-25T04:32:11Z
http://www.wikidata.org/entity/Q1009,Cameroon,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,58.073,2016-01-01T00:00:00Z,299,,2024-11-24T13:02:11Z
http://www.wikidata.org/entity/Q30,United States of America,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,78.69024,2015-01-01T00:00:00Z,410,,2024-11-24T11:45:30Z
http://www.wikidata.org/entity/Q32,Luxembourg,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.29268,2015-01-01T00:00:00Z,327,,2024-11-26T00:37:37Z
http://www.wikidata.org/entity/Q34,Sweden,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.20488,2015-01-01T00:00:00Z,356,,2024-11-23T09:11:27Z
http://www.wikidata.org/entity/Q36,Poland,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,77.45122,2015-01-01T00:00:00Z,382,,2024-11-23T09:09:07Z
http://www.wikidata.org/entity/Q37,Lithuania,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,74.32195,2015-01-01T00:00:00Z,340,,2024-11-23T09:05:53Z
http://www.wikidata.org/entity/Q884,South Korea,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.02439,2015-01-01T00:00:00Z,339,,2024-11-26T11:07:54Z
http://www.wikidata.org/entity/Q347,Liechtenstein,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.6561,2015-01-01T00:00:00Z,305,,2024-11-26T15:16:24Z
http://www.wikidata.org/entity/Q38,Italy,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.5439,2015-01-01T00:00:00Z,397,,2024-11-23T09:04:06Z
http://www.wikidata.org/entity/Q39,Switzerland,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.89756,2015-01-01T00:00:00Z,370,,2024-11-23T09:11:22Z
http://www.wikidata.org/entity/Q41,Greece,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.1,2015-01-01T00:00:00Z,362,,2024-11-23T09:03:21Z
http://www.wikidata.org/entity/Q189,Iceland,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.46829,2015-01-01T00:00:00Z,341,,2024-11-23T09:04:01Z
http://www.wikidata.org/entity/Q55,Netherlands,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.50976,2015-01-01T00:00:00Z,358,,2024-11-26T09:01:34Z
http://www.wikidata.org/entity/Q214,Slovakia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,76.56341,2015-01-01T00:00:00Z,329,,2024-11-23T09:10:42Z
http://www.wikidata.org/entity/Q215,Slovenia,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,80.77561,2015-01-01T00:00:00Z,323,,2024-11-27T16:51:15Z
http://www.wikidata.org/entity/Q142,France,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,82.27317,2015-01-01T00:00:00Z,393,,2024-11-26T09:18:47Z
http://www.wikidata.org/entity/Q145,United Kingdom,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,80.9561,2015-01-01T00:00:00Z,374,,2024-11-23T09:11:08Z
http://www.wikidata.org/entity/Q233,Malta,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,81.79756,2015-01-01T00:00:00Z,314,,2024-11-23T09:06:25Z
http://www.wikidata.org/entity/Q26273,Sint Maarten,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,73.05366,2012-01-01T00:00:00Z,118,,2024-11-23T09:10:38Z
http://www.wikidata.org/entity/Q695,Palau,Demographics,http://www.wikidata.org/prop/direct/P2250,http://www.wikidata.org/prop/direct/P2250,69.12927,2005-01-01T00:00:00Z,248,,2024-11-26T17:04:21Z
